0.0467034 	 0.0528261
0.0470712 	 0.0528261
0.0474438 	 0.0528261
0.0478214 	 0.0528261
0.0482043 	 0.0528261
0.0485926 	 0.0528261
0.0489866 	 0.0528261
0.0493865 	 0.0528261
0.0497925 	 0.0528261
0.0502050 	 0.0528261
0.0506240 	 0.0528261
0.0510499 	 0.0528261
0.0514828 	 0.0528261
0.0519229 	 0.0528261
0.0523706 	 0.0528261
0.0528261 	 0.0528261
0.0532895 	 0.0528261
0.0537611 	 0.0528261
0.0542411 	 0.0528261
0.0547297 	 0.0528261
0.0552273 	 0.0528261
0.0557339 	 0.0528261
0.0562499 	 0.0528261
0.0567754 	 0.0528261
0.0573107 	 0.0528261
0.0578560 	 0.0528261
0.0584116 	 0.0528261
0.0589776 	 0.0528261
0.0595543 	 0.0528261
0.0601419 	 0.0528261
0.0607407 	 0.0528261
0.0613509 	 0.0528261
0.0619727 	 0.0528261
0.0626063 	 0.0528261
0.0632520 	 0.0528261
0.0639099 	 0.0528261
0.0645804 	 0.0528261
0.0652636 	 0.0528261
0.0659598 	 0.0528261
0.0666692 	 0.0528261
0.0673920 	 0.0528261
0.0681285 	 0.0528261
0.0688788 	 0.0528261
0.0696433 	 0.0528261
0.0704221 	 0.0528261
0.0712154 	 0.0528261
0.0720236 	 0.0528261
0.0728467 	 0.0528261
0.0736851 	 0.0528261
0.0745390 	 0.0528261
0.0754086 	 0.0528261
0.0762941 	 0.0528261
0.0771958 	 0.0528261
0.0781138 	 0.0528261
0.0790485 	 0.0528261
0.0800000 	 0.0528261
0.0000000 	 0.0532895
0.0009515 	 0.0532895
0.0018862 	 0.0532895
0.0028042 	 0.0532895
0.0037059 	 0.0532895
0.0045914 	 0.0532895
0.0054610 	 0.0532895
0.0063149 	 0.0532895
0.0071533 	 0.0532895
0.0079764 	 0.0532895
0.0087846 	 0.0532895
0.0095779 	 0.0532895
0.0103567 	 0.0532895
0.0111212 	 0.0532895
0.0118715 	 0.0532895
0.0126080 	 0.0532895
0.0133308 	 0.0532895
0.0140402 	 0.0532895
0.0147364 	 0.0532895
0.0154196 	 0.0532895
0.0160901 	 0.0532895
0.0167480 	 0.0532895
0.0173937 	 0.0532895
0.0180273 	 0.0532895
0.0186491 	 0.0532895
0.0192593 	 0.0532895
0.0198581 	 0.0532895
0.0204457 	 0.0532895
0.0210224 	 0.0532895
0.0215884 	 0.0532895
0.0221440 	 0.0532895
0.0226893 	 0.0532895
0.0232246 	 0.0532895
0.0237501 	 0.0532895
0.0242661 	 0.0532895
0.0247727 	 0.0532895
0.0252703 	 0.0532895
0.0257589 	 0.0532895
0.0262389 	 0.0532895
0.0267105 	 0.0532895
0.0271739 	 0.0532895
0.0276294 	 0.0532895
0.0280771 	 0.0532895
0.0285172 	 0.0532895
0.0289501 	 0.0532895
0.0293760 	 0.0532895
0.0297950 	 0.0532895
0.0302075 	 0.0532895
0.0306135 	 0.0532895
0.0310134 	 0.0532895
0.0314074 	 0.0532895
0.0317957 	 0.0532895
0.0321786 	 0.0532895
0.0325562 	 0.0532895
0.0329288 	 0.0532895
0.0332966 	 0.0532895
0.0336599 	 0.0532895
0.0340188 	 0.0532895
0.0343737 	 0.0532895
0.0347247 	 0.0532895
0.0350720 	 0.0532895
0.0354159 	 0.0532895
0.0357567 	 0.0532895
0.0360945 	 0.0532895
0.0364295 	 0.0532895
0.0367621 	 0.0532895
0.0370924 	 0.0532895
0.0374206 	 0.0532895
0.0377470 	 0.0532895
0.0380718 	 0.0532895
0.0383953 	 0.0532895
0.0387176 	 0.0532895
0.0390390 	 0.0532895
0.0393597 	 0.0532895
0.0396800 	 0.0532895
0.0400000 	 0.0532895
0.0403200 	 0.0532895
0.0406403 	 0.0532895
0.0409610 	 0.0532895
0.0412824 	 0.0532895
0.0416047 	 0.0532895
0.0419282 	 0.0532895
0.0422530 	 0.0532895
0.0425794 	 0.0532895
0.0429076 	 0.0532895
0.0432379 	 0.0532895
0.0435705 	 0.0532895
0.0439055 	 0.0532895
0.0442433 	 0.0532895
0.0445841 	 0.0532895
0.0449280 	 0.0532895
0.0452753 	 0.0532895
0.0456263 	 0.0532895
0.0459812 	 0.0532895
0.0463401 	 0.0532895
0.0467034 	 0.0532895
0.0470712 	 0.0532895
0.0474438 	 0.0532895
0.0478214 	 0.0532895
0.0482043 	 0.0532895
0.0485926 	 0.0532895
0.0489866 	 0.0532895
0.0493865 	 0.0532895
0.0497925 	 0.0532895
0.0502050 	 0.0532895
0.0506240 	 0.0532895
0.0510499 	 0.0532895
0.0514828 	 0.0532895
0.0519229 	 0.0532895
0.0523706 	 0.0532895
0.0528261 	 0.0532895
0.0532895 	 0.0532895
0.0537611 	 0.0532895
0.0542411 	 0.0532895
0.0547297 	 0.0532895
0.0552273 	 0.0532895
0.0557339 	 0.0532895
0.0562499 	 0.0532895
0.0567754 	 0.0532895
0.0573107 	 0.0532895
0.0578560 	 0.0532895
0.0584116 	 0.0532895
0.0589776 	 0.0532895
0.0595543 	 0.0532895
0.0601419 	 0.0532895
0.0607407 	 0.0532895
0.0613509 	 0.0532895
0.0619727 	 0.0532895
0.0626063 	 0.0532895
0.0632520 	 0.0532895
0.0639099 	 0.0532895
0.0645804 	 0.0532895
0.0652636 	 0.0532895
0.0659598 	 0.0532895
0.0666692 	 0.0532895
0.0673920 	 0.0532895
0.0681285 	 0.0532895
0.0688788 	 0.0532895
0.0696433 	 0.0532895
0.0704221 	 0.0532895
0.0712154 	 0.0532895
0.0720236 	 0.0532895
0.0728467 	 0.0532895
0.0736851 	 0.0532895
0.0745390 	 0.0532895
0.0754086 	 0.0532895
0.0762941 	 0.0532895
0.0771958 	 0.0532895
0.0781138 	 0.0532895
0.0790485 	 0.0532895
0.0800000 	 0.0532895
0.0000000 	 0.0537611
0.0009515 	 0.0537611
0.0018862 	 0.0537611
0.0028042 	 0.0537611
0.0037059 	 0.0537611
0.0045914 	 0.0537611
0.0054610 	 0.0537611
0.0063149 	 0.0537611
0.0071533 	 0.0537611
0.0079764 	 0.0537611
0.0087846 	 0.0537611
0.0095779 	 0.0537611
0.0103567 	 0.0537611
0.0111212 	 0.0537611
0.0118715 	 0.0537611
0.0126080 	 0.0537611
0.0133308 	 0.0537611
0.0140402 	 0.0537611
0.0147364 	 0.0537611
0.0154196 	 0.0537611
0.0160901 	 0.0537611
0.0167480 	 0.0537611
0.0173937 	 0.0537611
0.0180273 	 0.0537611
0.0186491 	 0.0537611
0.0192593 	 0.0537611
0.0198581 	 0.0537611
0.0204457 	 0.0537611
0.0210224 	 0.0537611
0.0215884 	 0.0537611
0.0221440 	 0.0537611
0.0226893 	 0.0537611
0.0232246 	 0.0537611
0.0237501 	 0.0537611
0.0242661 	 0.0537611
0.0247727 	 0.0537611
0.0252703 	 0.0537611
0.0257589 	 0.0537611
0.0262389 	 0.0537611
0.0267105 	 0.0537611
0.0271739 	 0.0537611
0.0276294 	 0.0537611
0.0280771 	 0.0537611
0.0285172 	 0.0537611
0.0289501 	 0.0537611
0.0293760 	 0.0537611
0.0297950 	 0.0537611
0.0302075 	 0.0537611
0.0306135 	 0.0537611
0.0310134 	 0.0537611
0.0314074 	 0.0537611
0.0317957 	 0.0537611
0.0321786 	 0.0537611
0.0325562 	 0.0537611
0.0329288 	 0.0537611
0.0332966 	 0.0537611
0.0336599 	 0.0537611
0.0340188 	 0.0537611
0.0343737 	 0.0537611
0.0347247 	 0.0537611
0.0350720 	 0.0537611
0.0354159 	 0.0537611
0.0357567 	 0.0537611
0.0360945 	 0.0537611
0.0364295 	 0.0537611
0.0367621 	 0.0537611
0.0370924 	 0.0537611
0.0374206 	 0.0537611
0.0377470 	 0.0537611
0.0380718 	 0.0537611
0.0383953 	 0.0537611
0.0387176 	 0.0537611
0.0390390 	 0.0537611
0.0393597 	 0.0537611
0.0396800 	 0.0537611
0.0400000 	 0.0537611
0.0403200 	 0.0537611
0.0406403 	 0.0537611
0.0409610 	 0.0537611
0.0412824 	 0.0537611
0.0416047 	 0.0537611
0.0419282 	 0.0537611
0.0422530 	 0.0537611
0.0425794 	 0.0537611
0.0429076 	 0.0537611
0.0432379 	 0.0537611
0.0435705 	 0.0537611
0.0439055 	 0.0537611
0.0442433 	 0.0537611
0.0445841 	 0.0537611
0.0449280 	 0.0537611
0.0452753 	 0.0537611
0.0456263 	 0.0537611
0.0459812 	 0.0537611
0.0463401 	 0.0537611
0.0467034 	 0.0537611
0.0470712 	 0.0537611
0.0474438 	 0.0537611
0.0478214 	 0.0537611
0.0482043 	 0.0537611
0.0485926 	 0.0537611
0.0489866 	 0.0537611
0.0493865 	 0.0537611
0.0497925 	 0.0537611
0.0502050 	 0.0537611
0.0506240 	 0.0537611
0.0510499 	 0.0537611
0.0514828 	 0.0537611
0.0519229 	 0.0537611
0.0523706 	 0.0537611
0.0528261 	 0.0537611
0.0532895 	 0.0537611
0.0537611 	 0.0537611
0.0542411 	 0.0537611
0.0547297 	 0.0537611
0.0552273 	 0.0537611
0.0557339 	 0.0537611
0.0562499 	 0.0537611
0.0567754 	 0.0537611
0.0573107 	 0.0537611
0.0578560 	 0.0537611
0.0584116 	 0.0537611
0.0589776 	 0.0537611
0.0595543 	 0.0537611
0.0601419 	 0.0537611
0.0607407 	 0.0537611
0.0613509 	 0.0537611
0.0619727 	 0.0537611
0.0626063 	 0.0537611
0.0632520 	 0.0537611
0.0639099 	 0.0537611
0.0645804 	 0.0537611
0.0652636 	 0.0537611
0.0659598 	 0.0537611
0.0666692 	 0.0537611
0.0673920 	 0.0537611
0.0681285 	 0.0537611
0.0688788 	 0.0537611
0.0696433 	 0.0537611
0.0704221 	 0.0537611
0.0712154 	 0.0537611
0.0720236 	 0.0537611
0.0728467 	 0.0537611
0.0736851 	 0.0537611
0.0745390 	 0.0537611
0.0754086 	 0.0537611
0.0762941 	 0.0537611
0.0771958 	 0.0537611
0.0781138 	 0.0537611
0.0790485 	 0.0537611
0.0800000 	 0.0537611
0.0000000 	 0.0542411
0.0009515 	 0.0542411
0.0018862 	 0.0542411
0.0028042 	 0.0542411
0.0037059 	 0.0542411
0.0045914 	 0.0542411
0.0054610 	 0.0542411
0.0063149 	 0.0542411
0.0071533 	 0.0542411
0.0079764 	 0.0542411
0.0087846 	 0.0542411
0.0095779 	 0.0542411
0.0103567 	 0.0542411
0.0111212 	 0.0542411
0.0118715 	 0.0542411
0.0126080 	 0.0542411
0.0133308 	 0.0542411
0.0140402 	 0.0542411
0.0147364 	 0.0542411
0.0154196 	 0.0542411
0.0160901 	 0.0542411
0.0167480 	 0.0542411
0.0173937 	 0.0542411
0.0180273 	 0.0542411
0.0186491 	 0.0542411
0.0192593 	 0.0542411
0.0198581 	 0.0542411
0.0204457 	 0.0542411
0.0210224 	 0.0542411
0.0215884 	 0.0542411
0.0221440 	 0.0542411
0.0226893 	 0.0542411
0.0232246 	 0.0542411
0.0237501 	 0.0542411
0.0242661 	 0.0542411
0.0247727 	 0.0542411
0.0252703 	 0.0542411
0.0257589 	 0.0542411
0.0262389 	 0.0542411
0.0267105 	 0.0542411
0.0271739 	 0.0542411
0.0276294 	 0.0542411
0.0280771 	 0.0542411
0.0285172 	 0.0542411
0.0289501 	 0.0542411
0.0293760 	 0.0542411
0.0297950 	 0.0542411
0.0302075 	 0.0542411
0.0306135 	 0.0542411
0.0310134 	 0.0542411
0.0314074 	 0.0542411
0.0317957 	 0.0542411
0.0321786 	 0.0542411
0.0325562 	 0.0542411
0.0329288 	 0.0542411
0.0332966 	 0.0542411
0.0336599 	 0.0542411
0.0340188 	 0.0542411
0.0343737 	 0.0542411
0.0347247 	 0.0542411
0.0350720 	 0.0542411
0.0354159 	 0.0542411
0.0357567 	 0.0542411
0.0360945 	 0.0542411
0.0364295 	 0.0542411
0.0367621 	 0.0542411
0.0370924 	 0.0542411
0.0374206 	 0.0542411
0.0377470 	 0.0542411
0.0380718 	 0.0542411
0.0383953 	 0.0542411
0.0387176 	 0.0542411
0.0390390 	 0.0542411
0.0393597 	 0.0542411
0.0396800 	 0.0542411
0.0400000 	 0.0542411
0.0403200 	 0.0542411
0.0406403 	 0.0542411
0.0409610 	 0.0542411
0.0412824 	 0.0542411
0.0416047 	 0.0542411
0.0419282 	 0.0542411
0.0422530 	 0.0542411
0.0425794 	 0.0542411
0.0429076 	 0.0542411
0.0432379 	 0.0542411
0.0435705 	 0.0542411
0.0439055 	 0.0542411
0.0442433 	 0.0542411
0.0445841 	 0.0542411
0.0449280 	 0.0542411
0.0452753 	 0.0542411
0.0456263 	 0.0542411
0.0459812 	 0.0542411
0.0463401 	 0.0542411
0.0467034 	 0.0542411
0.0470712 	 0.0542411
0.0474438 	 0.0542411
0.0478214 	 0.0542411
0.0482043 	 0.0542411
0.0485926 	 0.0542411
0.0489866 	 0.0542411
0.0493865 	 0.0542411
0.0497925 	 0.0542411
0.0502050 	 0.0542411
0.0506240 	 0.0542411
0.0510499 	 0.0542411
0.0514828 	 0.0542411
0.0519229 	 0.0542411
0.0523706 	 0.0542411
0.0528261 	 0.0542411
0.0532895 	 0.0542411
0.0537611 	 0.0542411
0.0542411 	 0.0542411
0.0547297 	 0.0542411
0.0552273 	 0.0542411
0.0557339 	 0.0542411
0.0562499 	 0.0542411
0.0567754 	 0.0542411
0.0573107 	 0.0542411
0.0578560 	 0.0542411
0.0584116 	 0.0542411
0.0589776 	 0.0542411
0.0595543 	 0.0542411
0.0601419 	 0.0542411
0.0607407 	 0.0542411
0.0613509 	 0.0542411
0.0619727 	 0.0542411
0.0626063 	 0.0542411
0.0632520 	 0.0542411
0.0639099 	 0.0542411
0.0645804 	 0.0542411
0.0652636 	 0.0542411
0.0659598 	 0.0542411
0.0666692 	 0.0542411
0.0673920 	 0.0542411
0.0681285 	 0.0542411
0.0688788 	 0.0542411
0.0696433 	 0.0542411
0.0704221 	 0.0542411
0.0712154 	 0.0542411
0.0720236 	 0.0542411
0.0728467 	 0.0542411
0.0736851 	 0.0542411
0.0745390 	 0.0542411
0.0754086 	 0.0542411
0.0762941 	 0.0542411
0.0771958 	 0.0542411
0.0781138 	 0.0542411
0.0790485 	 0.0542411
0.0800000 	 0.0542411
0.0000000 	 0.0547297
0.0009515 	 0.0547297
0.0018862 	 0.0547297
0.0028042 	 0.0547297
0.0037059 	 0.0547297
0.0045914 	 0.0547297
0.0054610 	 0.0547297
0.0063149 	 0.0547297
0.0071533 	 0.0547297
0.0079764 	 0.0547297
0.0087846 	 0.0547297
0.0095779 	 0.0547297
0.0103567 	 0.0547297
0.0111212 	 0.0547297
0.0118715 	 0.0547297
0.0126080 	 0.0547297
0.0133308 	 0.0547297
0.0140402 	 0.0547297
0.0147364 	 0.0547297
0.0154196 	 0.0547297
0.0160901 	 0.0547297
0.0167480 	 0.0547297
0.0173937 	 0.0547297
0.0180273 	 0.0547297
0.0186491 	 0.0547297
0.0192593 	 0.0547297
0.0198581 	 0.0547297
0.0204457 	 0.0547297
0.0210224 	 0.0547297
0.0215884 	 0.0547297
0.0221440 	 0.0547297
0.0226893 	 0.0547297
0.0232246 	 0.0547297
0.0237501 	 0.0547297
0.0242661 	 0.0547297
0.0247727 	 0.0547297
0.0252703 	 0.0547297
0.0257589 	 0.0547297
0.0262389 	 0.0547297
0.0267105 	 0.0547297
0.0271739 	 0.0547297
0.0276294 	 0.0547297
0.0280771 	 0.0547297
0.0285172 	 0.0547297
0.0289501 	 0.0547297
0.0293760 	 0.0547297
0.0297950 	 0.0547297
0.0302075 	 0.0547297
0.0306135 	 0.0547297
0.0310134 	 0.0547297
0.0314074 	 0.0547297
0.0317957 	 0.0547297
0.0321786 	 0.0547297
0.0325562 	 0.0547297
0.0329288 	 0.0547297
0.0332966 	 0.0547297
0.0336599 	 0.0547297
0.0340188 	 0.0547297
0.0343737 	 0.0547297
0.0347247 	 0.0547297
0.0350720 	 0.0547297
0.0354159 	 0.0547297
0.0357567 	 0.0547297
0.0360945 	 0.0547297
0.0364295 	 0.0547297
0.0367621 	 0.0547297
0.0370924 	 0.0547297
0.0374206 	 0.0547297
0.0377470 	 0.0547297
0.0380718 	 0.0547297
0.0383953 	 0.0547297
0.0387176 	 0.0547297
0.0390390 	 0.0547297
0.0393597 	 0.0547297
0.0396800 	 0.0547297
0.0400000 	 0.0547297
0.0403200 	 0.0547297
0.0406403 	 0.0547297
0.0409610 	 0.0547297
0.0412824 	 0.0547297
0.0416047 	 0.0547297
0.0419282 	 0.0547297
0.0422530 	 0.0547297
0.0425794 	 0.0547297
0.0429076 	 0.0547297
0.0432379 	 0.0547297
0.0435705 	 0.0547297
0.0439055 	 0.0547297
0.0442433 	 0.0547297
0.0445841 	 0.0547297
0.0449280 	 0.0547297
0.0452753 	 0.0547297
0.0456263 	 0.0547297
0.0459812 	 0.0547297
0.0463401 	 0.0547297
0.0467034 	 0.0547297
0.0470712 	 0.0547297
0.0474438 	 0.0547297
0.0478214 	 0.0547297
0.0482043 	 0.0547297
0.0485926 	 0.0547297
0.0489866 	 0.0547297
0.0493865 	 0.0547297
0.0497925 	 0.0547297
0.0502050 	 0.0547297
0.0506240 	 0.0547297
0.0510499 	 0.0547297
0.0514828 	 0.0547297
0.0519229 	 0.0547297
0.0523706 	 0.0547297
0.0528261 	 0.0547297
0.0532895 	 0.0547297
0.0537611 	 0.0547297
0.0542411 	 0.0547297
0.0547297 	 0.0547297
0.0552273 	 0.0547297
0.0557339 	 0.0547297
0.0562499 	 0.0547297
0.0567754 	 0.0547297
0.0573107 	 0.0547297
0.0578560 	 0.0547297
0.0584116 	 0.0547297
0.0589776 	 0.0547297
0.0595543 	 0.0547297
0.0601419 	 0.0547297
0.0607407 	 0.0547297
0.0613509 	 0.0547297
0.0619727 	 0.0547297
0.0626063 	 0.0547297
0.0632520 	 0.0547297
0.0639099 	 0.0547297
0.0645804 	 0.0547297
0.0652636 	 0.0547297
0.0659598 	 0.0547297
0.0666692 	 0.0547297
0.0673920 	 0.0547297
0.0681285 	 0.0547297
0.0688788 	 0.0547297
0.0696433 	 0.0547297
0.0704221 	 0.0547297
0.0712154 	 0.0547297
0.0720236 	 0.0547297
0.0728467 	 0.0547297
0.0736851 	 0.0547297
0.0745390 	 0.0547297
0.0754086 	 0.0547297
0.0762941 	 0.0547297
0.0771958 	 0.0547297
0.0781138 	 0.0547297
0.0790485 	 0.0547297
0.0800000 	 0.0547297
0.0000000 	 0.0552273
0.0009515 	 0.0552273
0.0018862 	 0.0552273
0.0028042 	 0.0552273
0.0037059 	 0.0552273
0.0045914 	 0.0552273
0.0054610 	 0.0552273
0.0063149 	 0.0552273
0.0071533 	 0.0552273
0.0079764 	 0.0552273
0.0087846 	 0.0552273
0.0095779 	 0.0552273
0.0103567 	 0.0552273
0.0111212 	 0.0552273
0.0118715 	 0.0552273
0.0126080 	 0.0552273
0.0133308 	 0.0552273
0.0140402 	 0.0552273
0.0147364 	 0.0552273
0.0154196 	 0.0552273
0.0160901 	 0.0552273
0.0167480 	 0.0552273
0.0173937 	 0.0552273
0.0180273 	 0.0552273
0.0186491 	 0.0552273
0.0192593 	 0.0552273
0.0198581 	 0.0552273
0.0204457 	 0.0552273
0.0210224 	 0.0552273
0.0215884 	 0.0552273
0.0221440 	 0.0552273
0.0226893 	 0.0552273
0.0232246 	 0.0552273
0.0237501 	 0.0552273
0.0242661 	 0.0552273
0.0247727 	 0.0552273
0.0252703 	 0.0552273
0.0257589 	 0.0552273
0.0262389 	 0.0552273
0.0267105 	 0.0552273
0.0271739 	 0.0552273
0.0276294 	 0.0552273
0.0280771 	 0.0552273
0.0285172 	 0.0552273
0.0289501 	 0.0552273
0.0293760 	 0.0552273
0.0297950 	 0.0552273
0.0302075 	 0.0552273
0.0306135 	 0.0552273
0.0310134 	 0.0552273
0.0314074 	 0.0552273
0.0317957 	 0.0552273
0.0321786 	 0.0552273
0.0325562 	 0.0552273
0.0329288 	 0.0552273
0.0332966 	 0.0552273
0.0336599 	 0.0552273
0.0340188 	 0.0552273
0.0343737 	 0.0552273
0.0347247 	 0.0552273
0.0350720 	 0.0552273
0.0354159 	 0.0552273
0.0357567 	 0.0552273
0.0360945 	 0.0552273
0.0364295 	 0.0552273
0.0367621 	 0.0552273
0.0370924 	 0.0552273
0.0374206 	 0.0552273
0.0377470 	 0.0552273
0.0380718 	 0.0552273
0.0383953 	 0.0552273
0.0387176 	 0.0552273
0.0390390 	 0.0552273
0.0393597 	 0.0552273
0.0396800 	 0.0552273
0.0400000 	 0.0552273
0.0403200 	 0.0552273
0.0406403 	 0.0552273
0.0409610 	 0.0552273
0.0412824 	 0.0552273
0.0416047 	 0.0552273
0.0419282 	 0.0552273
0.0422530 	 0.0552273
0.0425794 	 0.0552273
0.0429076 	 0.0552273
0.0432379 	 0.0552273
0.0435705 	 0.0552273
0.0439055 	 0.0552273
0.0442433 	 0.0552273
0.0445841 	 0.0552273
0.0449280 	 0.0552273
0.0452753 	 0.0552273
0.0456263 	 0.0552273
0.0459812 	 0.0552273
0.0463401 	 0.0552273
0.0467034 	 0.0552273
0.0470712 	 0.0552273
0.0474438 	 0.0552273
0.0478214 	 0.0552273
0.0482043 	 0.0552273
0.0485926 	 0.0552273
0.0489866 	 0.0552273
0.0493865 	 0.0552273
0.0497925 	 0.0552273
0.0502050 	 0.0552273
0.0506240 	 0.0552273
0.0510499 	 0.0552273
0.0514828 	 0.0552273
0.0519229 	 0.0552273
0.0523706 	 0.0552273
0.0528261 	 0.0552273
0.0532895 	 0.0552273
0.0537611 	 0.0552273
0.0542411 	 0.0552273
0.0547297 	 0.0552273
0.0552273 	 0.0552273
0.0557339 	 0.0552273
0.0562499 	 0.0552273
0.0567754 	 0.0552273
0.0573107 	 0.0552273
0.0578560 	 0.0552273
0.0584116 	 0.0552273
0.0589776 	 0.0552273
0.0595543 	 0.0552273
0.0601419 	 0.0552273
0.0607407 	 0.0552273
0.0613509 	 0.0552273
0.0619727 	 0.0552273
0.0626063 	 0.0552273
0.0632520 	 0.0552273
0.0639099 	 0.0552273
0.0645804 	 0.0552273
0.0652636 	 0.0552273
0.0659598 	 0.0552273
0.0666692 	 0.0552273
0.0673920 	 0.0552273
0.0681285 	 0.0552273
0.0688788 	 0.0552273
0.0696433 	 0.0552273
0.0704221 	 0.0552273
0.0712154 	 0.0552273
0.0720236 	 0.0552273
0.0728467 	 0.0552273
0.0736851 	 0.0552273
0.0745390 	 0.0552273
0.0754086 	 0.0552273
0.0762941 	 0.0552273
0.0771958 	 0.0552273
0.0781138 	 0.0552273
0.0790485 	 0.0552273
0.0800000 	 0.0552273
0.0000000 	 0.0557339
0.0009515 	 0.0557339
0.0018862 	 0.0557339
0.0028042 	 0.0557339
0.0037059 	 0.0557339
0.0045914 	 0.0557339
0.0054610 	 0.0557339
0.0063149 	 0.0557339
0.0071533 	 0.0557339
0.0079764 	 0.0557339
0.0087846 	 0.0557339
0.0095779 	 0.0557339
0.0103567 	 0.0557339
0.0111212 	 0.0557339
0.0118715 	 0.0557339
0.0126080 	 0.0557339
0.0133308 	 0.0557339
0.0140402 	 0.0557339
0.0147364 	 0.0557339
0.0154196 	 0.0557339
0.0160901 	 0.0557339
0.0167480 	 0.0557339
0.0173937 	 0.0557339
0.0180273 	 0.0557339
0.0186491 	 0.0557339
0.0192593 	 0.0557339
0.0198581 	 0.0557339
0.0204457 	 0.0557339
0.0210224 	 0.0557339
0.0215884 	 0.0557339
0.0221440 	 0.0557339
0.0226893 	 0.0557339
0.0232246 	 0.0557339
0.0237501 	 0.0557339
0.0242661 	 0.0557339
0.0247727 	 0.0557339
0.0252703 	 0.0557339
0.0257589 	 0.0557339
0.0262389 	 0.0557339
0.0267105 	 0.0557339
0.0271739 	 0.0557339
0.0276294 	 0.0557339
0.0280771 	 0.0557339
0.0285172 	 0.0557339
0.0289501 	 0.0557339
0.0293760 	 0.0557339
0.0297950 	 0.0557339
0.0302075 	 0.0557339
0.0306135 	 0.0557339
0.0310134 	 0.0557339
0.0314074 	 0.0557339
0.0317957 	 0.0557339
0.0321786 	 0.0557339
0.0325562 	 0.0557339
0.0329288 	 0.0557339
0.0332966 	 0.0557339
0.0336599 	 0.0557339
0.0340188 	 0.0557339
0.0343737 	 0.0557339
0.0347247 	 0.0557339
0.0350720 	 0.0557339
0.0354159 	 0.0557339
0.0357567 	 0.0557339
0.0360945 	 0.0557339
0.0364295 	 0.0557339
0.0367621 	 0.0557339
0.0370924 	 0.0557339
0.0374206 	 0.0557339
0.0377470 	 0.0557339
0.0380718 	 0.0557339
0.0383953 	 0.0557339
0.0387176 	 0.0557339
0.0390390 	 0.0557339
0.0393597 	 0.0557339
0.0396800 	 0.0557339
0.0400000 	 0.0557339
0.0403200 	 0.0557339
0.0406403 	 0.0557339
0.0409610 	 0.0557339
0.0412824 	 0.0557339
0.0416047 	 0.0557339
0.0419282 	 0.0557339
0.0422530 	 0.0557339
0.0425794 	 0.0557339
0.0429076 	 0.0557339
0.0432379 	 0.0557339
0.0435705 	 0.0557339
0.0439055 	 0.0557339
0.0442433 	 0.0557339
0.0445841 	 0.0557339
0.0449280 	 0.0557339
0.0452753 	 0.0557339
0.0456263 	 0.0557339
0.0459812 	 0.0557339
0.0463401 	 0.0557339
0.0467034 	 0.0557339
0.0470712 	 0.0557339
0.0474438 	 0.0557339
0.0478214 	 0.0557339
0.0482043 	 0.0557339
0.0485926 	 0.0557339
0.0489866 	 0.0557339
0.0493865 	 0.0557339
0.0497925 	 0.0557339
0.0502050 	 0.0557339
0.0506240 	 0.0557339
0.0510499 	 0.0557339
0.0514828 	 0.0557339
0.0519229 	 0.0557339
0.0523706 	 0.0557339
0.0528261 	 0.0557339
0.0532895 	 0.0557339
0.0537611 	 0.0557339
0.0542411 	 0.0557339
0.0547297 	 0.0557339
0.0552273 	 0.0557339
0.0557339 	 0.0557339
0.0562499 	 0.0557339
0.0567754 	 0.0557339
0.0573107 	 0.0557339
0.0578560 	 0.0557339
0.0584116 	 0.0557339
0.0589776 	 0.0557339
0.0595543 	 0.0557339
0.0601419 	 0.0557339
0.0607407 	 0.0557339
0.0613509 	 0.0557339
0.0619727 	 0.0557339
0.0626063 	 0.0557339
0.0632520 	 0.0557339
0.0639099 	 0.0557339
0.0645804 	 0.0557339
0.0652636 	 0.0557339
0.0659598 	 0.0557339
0.0666692 	 0.0557339
0.0673920 	 0.0557339
0.0681285 	 0.0557339
0.0688788 	 0.0557339
0.0696433 	 0.0557339
0.0704221 	 0.0557339
0.0712154 	 0.0557339
0.0720236 	 0.0557339
0.0728467 	 0.0557339
0.0736851 	 0.0557339
0.0745390 	 0.0557339
0.0754086 	 0.0557339
0.0762941 	 0.0557339
0.0771958 	 0.0557339
0.0781138 	 0.0557339
0.0790485 	 0.0557339
0.0800000 	 0.0557339
0.0000000 	 0.0562499
0.0009515 	 0.0562499
0.0018862 	 0.0562499
0.0028042 	 0.0562499
0.0037059 	 0.0562499
0.0045914 	 0.0562499
0.0054610 	 0.0562499
0.0063149 	 0.0562499
0.0071533 	 0.0562499
0.0079764 	 0.0562499
0.0087846 	 0.0562499
0.0095779 	 0.0562499
0.0103567 	 0.0562499
0.0111212 	 0.0562499
0.0118715 	 0.0562499
0.0126080 	 0.0562499
0.0133308 	 0.0562499
0.0140402 	 0.0562499
0.0147364 	 0.0562499
0.0154196 	 0.0562499
0.0160901 	 0.0562499
0.0167480 	 0.0562499
0.0173937 	 0.0562499
0.0180273 	 0.0562499
0.0186491 	 0.0562499
0.0192593 	 0.0562499
0.0198581 	 0.0562499
0.0204457 	 0.0562499
0.0210224 	 0.0562499
0.0215884 	 0.0562499
0.0221440 	 0.0562499
0.0226893 	 0.0562499
0.0232246 	 0.0562499
0.0237501 	 0.0562499
0.0242661 	 0.0562499
0.0247727 	 0.0562499
0.0252703 	 0.0562499
0.0257589 	 0.0562499
